setpoint_temperature,setpoint_pressure,control_mode,valve_position_main,valve_position_cooling,interlock_status,actuator_feedback,supply_voltage,supply_current,active_power,reactive_power,power_factor,energy_efficiency,power_frequency,cooling_water_flow,cooling_water_temp_in,cooling_water_temp_out,cooling_water_pressure,vacuum_pressure,ambient_pressure,ambient_humidity,furnace_temp_1,furnace_temp_2,furnace_temp_3,furnace_pressure,vibration_x,vibration_y,temp_stability_index,degradation_index
802.4835707650561,0.4915248063595459,1,63.67980079691744,37.96791331383469,0,52.35514106873843,381.8684207173505,88.050621740494,33.81566537911124,10.37448542757801,0.8154283247759769,87.8711094688231,49.92717981477775,15.06893569174149,23.44401065998829,31.30758595718483,0.2841820524293753,104.1727582823686,101.4488111110999,66.31316922932405,799.2873655961022,792.7573068137683,802.1032029186337,0.4796773055521666,1.995137626574228,1.180397396985462,82.85900865255272,10.0085205727497
799.308678494144,0.4909317178323229,1,52.84384847669725,40.62806299056285,0,50.32686115181242,387.3424670218106,111.7552397135592,43.34127496351435,12.80523327474313,0.8458866851965012,87.36840059529872,50.06101485314106,15.14572663459551,23.95460432948892,30.52874535117114,0.3150923221008832,81.4032046098643,101.5591196548818,71.68448008050294,808.7917605035882,804.3068590178241,806.3368123155179,0.5048534687127948,1.909360338921561,2.00718022205715,91.07717115326918,10.0050747137786
803.2384426905035,0.4640871365473997,1,46.85056881213642,38.35184984815015,0,44.38326481326423,376.7962806714219,100.8870358310774,37.70821443082183,11.69014620730746,0.8426030743704541,87.8934136817605,50.11842230701904,17.06159162470354,23.28341858754622,30.84912038658125,0.2987997802975036,114.0522828023661,100.4111936328063,64.28063620363129,813.25971380832,795.2720700951877,810.2397501827205,0.532513495641834,2.477215488711008,1.556056846488005,95.50579212669615,9.999192477155006
807.6151492820401,0.4933981961659712,1,51.73958039060442,37.78146828611784,0,50.28638140267648,372.2647353913867,118.869092859123,43.05819137790764,13.17783888954164,0.8554697850045027,82.74817514792444,50.07284763369474,14.07511825457084,25.31607740456771,32.77524787417254,0.3014289004528963,115.211008811314,101.973509170163,67.8891499974472,800.9165006100241,798.988810711433,785.7807495270478,0.531428869509532,2.358285941533131,1.328638817120095,89.80071398457356,9.99961163583485
798.8292331263833,0.5146565816364349,1,58.90319299738854,37.96009991520393,0,51.0066675639188,381.4491997852854,95.33477073766785,36.97696675320685,11.11061303028605,0.8217369338353542,87.55539673130133,49.90337747496027,15.13991315476427,24.65775620377863,32.84290335696637,0.3202684859402896,102.1503380167367,100.7395820792996,56.47653489122529,797.8488896857274,791.1156922724485,799.7816620879166,0.5129410792924918,2.244174522693675,1.620330567438978,91.00802887194378,9.987015057620948
798.829315215254,0.4745153576184641,1,59.14781298160619,41.5099863215367,0,43.42404410442676,374.0400149673185,95.55069700433567,35.71317165011863,10.95420622197638,0.8538547374645912,84.52647781323465,49.95553035356313,14.31878646847252,24.81250299544622,32.44768467101012,0.3268292641097356,106.1431162228721,100.6707305580023,52.9573619840772,798.7667280391211,797.1622911324026,801.6820941814888,0.4826279468288145,1.325474189755611,1.64579788124228,89.29273796112388,9.97990887745615
807.896064077537,0.5209696530210118,1,47.1233131597846,39.70975178400894,0,55.8321448814057,375.9050071326324,110.0479084221911,42.06170806277527,12.75097908448136,0.7975486106737046,91.13446377837646,50.08752454861427,14.27037682268342,25.67218901975202,33.42176051888223,0.2772160593826199,93.31247452526071,100.2912430222876,63.0277380032575,819.1502424247572,802.1985671404684,837.437530926068,0.4786292374122265,2.998413365040383,2.056801178020613,84.64011157221546,9.964625822278206
803.8371736457646,0.5097554964216867,1,51.26591847849649,38.71473480999989,0,50.93362278251831,384.6166847085124,110.1175265049905,41.87822141322334,12.30546006678356,0.8386980425794371,87.68238277657366,50.1551390205957,15.30781040871706,25.24745395851589,33.66732088282492,0.3346397850710409,97.23876812832324,100.9974822881734,59.03987024734981,801.8653368498922,799.85496726134,810.8163816218145,0.457442916742805,1.763934529535046,2.012793473891719,94.50692717859346,9.947642389057359
797.6526280703252,0.4853153335605793,1,42.85366560164427,40.78421350764163,0,52.01596322040949,389.3844963768834,101.5343038651465,40.75029388054369,12.06182993245602,0.8900569230894907,86.28819939925329,49.87290538365309,14.71814423078832,25.66234770132835,33.27207773193868,0.2987043674372736,126.9353228656167,101.376719401826,68.34198029696557,807.1425066156327,809.8967896456518,801.464358718707,0.4967911702385495,1.851442667524391,1.402197386091141,89.78148625177562,9.961533123631499
802.7128002179298,0.497169407253243,1,54.12334312345715,38.75645134759705,0,46.50341183127107,374.9965494182926,133.3526818980814,49.88240194012261,15.0218700346,0.8807605745384838,90.14877565711637,50.03027618904093,16.97821389039756,26.81153695824057,34.91296888790803,0.2988429164475155,95.32223850912372,101.2487834750093,58.08319786054705,811.5491377912704,795.3844881800404,785.2243556195702,0.4795603417171082,2.836476922810404,1.799859009861971,91.85873012811254,9.975595806178005
